Product_ID,Product_Name,Category,Subcategory,Price,Units_Sold,Revenue,Cost,Profit,Date,Store/Channel,Customer_ID
SKU91919,Panasonic Microwave,Electronics,Appliances,466.83,96,44815.68,19291.81,25523.87,2/22/2025,Marketplace,5252
SKU14291,Samsung Smart TV,Electronics,Television,1113.62,98,109134.76,76497,32637.76,8/15/2024,Mobile App,5253
SKU32483,Panasonic Microwave,Electronics,Appliances,348.89,46,16048.94,7583.48,8465.46,11/30/2024,Retail Store,5254
SKU14560,Dove Body Wash,Beauty,Bath & Body,952.56,82,78109.92,45127.82,32982.1,7/15/2024,Marketplace,5255
SKU22706,HP Laptop,Electronics,Computers,478.28,58,27740.24,21243.15,6497.09,6/7/2024,Retail Store,5256
SKU73060,HP Laptop,Electronics,Computers,701,1,701,305.75,395.25,7/4/2024,Marketplace,5257
SKU55221,Dove Body Wash,Beauty,Bath & Body,643.22,65,41809.3,36435.23,5374.07,2/8/2025,Marketplace,5258
SKU48347,Maybelline Lipstick,Beauty,Makeup,170.02,89,15131.78,9441.99,5689.79,8/3/2024,Online,5259
SKU52653,Apple iPhone 14,Electronics,Smartphones,1089.7,48,52305.6,31475.71,20829.89,6/4/2024,Retail Store,5260
SKU93012,Samsung Smart TV,Electronics,Television,1065.59,82,87378.38,59472.7,27905.68,7/14/2024,Online,5261
SKU20366,HP Laptop,Electronics,Computers,962.25,98,94300.5,42536.18,51764.32,5/8/2024,Mobile App,5262
SKU91465,Dove Body Wash,Beauty,Bath & Body,1036.98,44,45627.12,31191.22,14435.9,3/11/2025,Mobile App,5263
SKU89323,Dove Body Wash,Beauty,Bath & Body,758.99,49,37190.51,22422.82,14767.69,10/29/2024,Online,5264
SKU16883,Apple iPhone 14,Electronics,Smartphones,321.63,41,13186.83,10821.49,2365.34,12/8/2024,Marketplace,5265
SKU88933,Adidas Hoodie,Apparel,Sportswear,230.62,23,5304.26,4019.68,1284.58,10/20/2024,Online,5266
SKU18252,Levi's Jeans,Apparel,Casualwear,544.16,38,20678.08,11284.25,9393.83,1/11/2025,Marketplace,5267
SKU28973,Samsung Smart TV,Electronics,Television,617.93,40,24717.2,12642.78,12074.42,4/28/2025,Marketplace,5268
SKU48937,Adidas Hoodie,Apparel,Sportswear,608.76,81,49309.56,29250.69,20058.87,11/10/2024,Online,5269
SKU92249,Dove Body Wash,Beauty,Bath & Body,797.35,63,50233.05,34837.75,15395.3,8/27/2024,Retail Store,5270
SKU26418,Levi's Jeans,Apparel,Casualwear,1327.6,70,92932,45233.69,47698.31,10/6/2024,Online,5271
SKU15814,Colgate Toothpaste,Beauty,Oral Care,1308.34,64,83733.76,51305.82,32427.94,8/26/2024,Mobile App,5272
SKU86455,Nike Running Shoes,Apparel,Sportswear,281.31,40,11252.4,9296.87,1955.53,12/1/2024,Online,5273
SKU62130,Apple iPhone 14,Electronics,Smartphones,1068.39,40,42735.6,25837.19,16898.41,8/17/2024,Retail Store,5274
SKU13871,Apple iPhone 14,Electronics,Smartphones,43.3,63,2727.9,1767.78,960.12,12/29/2024,Marketplace,5275
SKU38620,Colgate Toothpaste,Beauty,Oral Care,227.89,36,8204.04,5385.43,2818.61,3/5/2025,Marketplace,5276
SKU46797,Maybelline Lipstick,Beauty,Makeup,1475.22,44,64909.68,41627.56,23282.12,4/20/2025,Mobile App,5277
SKU89650,Levi's Jeans,Apparel,Casualwear,366.41,44,16122.04,11886.4,4235.64,4/25/2025,Retail Store,5278
SKU27494,Maybelline Lipstick,Beauty,Makeup,1455.6,6,8733.6,6972.52,1761.08,1/4/2025,Online,5279
SKU30316,Maybelline Lipstick,Beauty,Makeup,565.2,5,2826,1131.44,1694.56,6/25/2024,Retail Store,5280
SKU82640,Levi's Jeans,Apparel,Casualwear,196.46,91,17877.86,13312.03,4565.83,8/7/2024,Retail Store,5281
SKU27380,Panasonic Microwave,Electronics,Appliances,1409.66,48,67663.68,29801.58,37862.1,10/8/2024,Marketplace,5282
SKU56323,Dove Body Wash,Beauty,Bath & Body,930.32,43,40003.76,26793.49,13210.27,7/11/2024,Online,5283
SKU77607,Samsung Smart TV,Electronics,Television,1268.64,8,10149.12,5491.5,4657.62,1/2/2025,Marketplace,5284
SKU57412,Nike Running Shoes,Apparel,Sportswear,729.09,38,27705.42,16087.51,11617.91,12/10/2024,Marketplace,5285
SKU56505,HP Laptop,Electronics,Computers,592.67,20,11853.4,9794.35,2059.05,10/8/2024,Marketplace,5286
SKU49926,Dove Body Wash,Beauty,Bath & Body,1163.39,5,5816.95,3447.32,2369.63,5/16/2024,Retail Store,5287
SKU83445,Colgate Toothpaste,Beauty,Oral Care,834.63,30,25038.9,19875.92,5162.98,3/13/2025,Mobile App,5288
SKU71035,Nike Running Shoes,Apparel,Sportswear,1141.03,67,76449.01,55222.07,21226.94,10/20/2024,Marketplace,5289
SKU67181,HP Laptop,Electronics,Computers,1349.02,13,17537.26,10868.57,6668.69,10/3/2024,Online,5290
SKU67888,Levi's Jeans,Apparel,Casualwear,251.16,96,24111.36,12122.26,11989.1,7/6/2024,Online,5291
SKU48277,Adidas Hoodie,Apparel,Sportswear,1061.47,49,52012.03,38520.85,13491.18,11/23/2024,Mobile App,5292
SKU63217,Samsung Smart TV,Electronics,Television,252.14,5,1260.7,829.03,431.67,4/17/2025,Online,5293
SKU17511,HP Laptop,Electronics,Computers,1093.27,33,36077.91,28089.52,7988.39,10/1/2024,Retail Store,5294
SKU23677,Nike Running Shoes,Apparel,Sportswear,1307.04,84,109791.36,84444.28,25347.08,9/21/2024,Retail Store,5295
SKU95848,Nike Running Shoes,Apparel,Sportswear,1341.93,7,9393.51,6470.41,2923.1,2/4/2025,Marketplace,5296
SKU39598,Colgate Toothpaste,Beauty,Oral Care,1390.98,29,40338.42,23386.57,16951.85,4/17/2025,Retail Store,5297
SKU82839,Samsung Smart TV,Electronics,Television,532.25,5,2661.25,1253.89,1407.36,6/28/2024,Online,5298
SKU64454,Adidas Hoodie,Apparel,Sportswear,649.25,20,12985,8247.48,4737.52,2/6/2025,Online,5299
SKU54762,Levi's Jeans,Apparel,Casualwear,1239.06,54,66909.24,60152.14,6757.1,12/18/2024,Retail Store,5300
SKU25751,Nike Running Shoes,Apparel,Sportswear,331.6,63,20890.8,10494.51,10396.29,7/21/2024,Retail Store,5301
SKU10432,Colgate Toothpaste,Beauty,Oral Care,341.72,96,32805.12,18576.77,14228.35,5/2/2024,Retail Store,5302
SKU13322,Dove Body Wash,Beauty,Bath & Body,331.84,51,16923.84,7779.21,9144.63,8/1/2024,Retail Store,5303
SKU49132,Maybelline Lipstick,Beauty,Makeup,373.12,92,34327.04,30462.4,3864.64,6/16/2024,Mobile App,5304
SKU56076,Apple iPhone 14,Electronics,Smartphones,672.11,93,62506.23,34167.24,28338.99,9/19/2024,Mobile App,5305
SKU37876,Panasonic Microwave,Electronics,Appliances,967.39,72,69652.08,46595.1,23056.98,9/10/2024,Marketplace,5306
SKU22610,Apple iPhone 14,Electronics,Smartphones,96.7,24,2320.8,1468.22,852.58,2/1/2025,Online,5307
SKU23963,Adidas Hoodie,Apparel,Sportswear,268.45,3,805.35,454.23,351.12,9/16/2024,Marketplace,5308
SKU86611,Adidas Hoodie,Apparel,Sportswear,1129.22,72,81303.84,56762.41,24541.43,12/1/2024,Retail Store,5309
SKU72723,Apple iPhone 14,Electronics,Smartphones,802.5,58,46545,34778.58,11766.42,3/21/2025,Retail Store,5310
SKU29718,Maybelline Lipstick,Beauty,Makeup,422.9,85,35946.5,29126.72,6819.78,6/12/2024,Retail Store,5311
SKU85628,Nike Running Shoes,Apparel,Sportswear,219.18,98,21479.64,18777.52,2702.12,12/13/2024,Marketplace,5312
SKU87260,Adidas Hoodie,Apparel,Sportswear,228.8,49,11211.2,7596,3615.2,8/22/2024,Retail Store,5313
SKU26797,Apple iPhone 14,Electronics,Smartphones,1173.64,22,25820.08,16700.91,9119.17,4/17/2025,Marketplace,5314
SKU42811,Colgate Toothpaste,Beauty,Oral Care,301.69,46,13877.74,11557.49,2320.25,2/12/2025,Marketplace,5315
SKU39935,Apple iPhone 14,Electronics,Smartphones,1375,33,45375,20680.48,24694.52,9/16/2024,Marketplace,5316
SKU27973,Colgate Toothpaste,Beauty,Oral Care,980.35,32,31371.2,27490.87,3880.33,11/30/2024,Retail Store,5317
SKU20033,Adidas Hoodie,Apparel,Sportswear,858.21,96,82388.16,70522.27,11865.89,12/3/2024,Mobile App,5318
SKU41360,Dove Body Wash,Beauty,Bath & Body,1101.18,47,51755.46,46150.52,5604.94,2/19/2025,Marketplace,5319
SKU23352,Adidas Hoodie,Apparel,Sportswear,822.05,59,48500.95,42343.95,6157,8/23/2024,Mobile App,5320
SKU42357,Samsung Smart TV,Electronics,Television,1068.46,13,13889.98,11055.01,2834.97,2/16/2025,Online,5321
SKU81940,Apple iPhone 14,Electronics,Smartphones,50.59,26,1315.34,771.38,543.96,6/26/2024,Marketplace,5322
SKU98083,Samsung Smart TV,Electronics,Television,1202.75,98,117869.5,83435.21,34434.29,8/4/2024,Marketplace,5323
SKU73196,Apple iPhone 14,Electronics,Smartphones,438.7,94,41237.8,32375.45,8862.35,1/8/2025,Retail Store,5324
SKU78907,Levi's Jeans,Apparel,Casualwear,32.65,94,3069.1,2350.17,718.93,12/21/2024,Online,5325
SKU24840,Levi's Jeans,Apparel,Casualwear,1340.53,21,28151.13,15586.89,12564.24,12/4/2024,Retail Store,5326
SKU61292,Maybelline Lipstick,Beauty,Makeup,842.69,99,83426.31,54538.36,28887.95,12/17/2024,Retail Store,5327
SKU78747,Nike Running Shoes,Apparel,Sportswear,103,78,8034,6425.39,1608.61,10/4/2024,Marketplace,5328
SKU62140,Levi's Jeans,Apparel,Casualwear,425.33,8,3402.64,2712.24,690.4,3/25/2025,Marketplace,5329
SKU59115,Levi's Jeans,Apparel,Casualwear,496.95,47,23356.65,19127.24,4229.41,4/5/2025,Retail Store,5330
SKU18354,HP Laptop,Electronics,Computers,1249.29,76,94946.04,73064.47,21881.57,6/12/2024,Marketplace,5331
SKU80459,Colgate Toothpaste,Beauty,Oral Care,804.71,22,17703.62,10976.36,6727.26,12/27/2024,Marketplace,5332
SKU86114,Maybelline Lipstick,Beauty,Makeup,882.97,89,78584.33,65842.31,12742.02,4/5/2025,Online,5333
SKU14506,Panasonic Microwave,Electronics,Appliances,1407.7,84,118246.8,83182.75,35064.05,11/6/2024,Mobile App,5334
SKU73155,Colgate Toothpaste,Beauty,Oral Care,849.48,41,34828.68,14510.41,20318.27,11/20/2024,Marketplace,5335
SKU89048,Nike Running Shoes,Apparel,Sportswear,181.11,34,6157.74,3853.21,2304.53,8/17/2024,Marketplace,5336
SKU72630,Adidas Hoodie,Apparel,Sportswear,1367.4,83,113494.2,87472.42,26021.78,1/20/2025,Marketplace,5337
SKU56465,Dove Body Wash,Beauty,Bath & Body,13.25,91,1205.75,994.43,211.32,11/15/2024,Retail Store,5338
SKU91501,Nike Running Shoes,Apparel,Sportswear,592.66,62,36744.92,26708.49,10036.43,6/29/2024,Mobile App,5339
SKU76760,HP Laptop,Electronics,Computers,1375.54,66,90785.64,36478.86,54306.78,7/10/2024,Retail Store,5340
SKU17252,Nike Running Shoes,Apparel,Sportswear,556.43,27,15023.61,6431.14,8592.47,3/19/2025,Retail Store,5341
SKU55987,Panasonic Microwave,Electronics,Appliances,909.06,66,59997.96,33396.03,26601.93,10/21/2024,Online,5342
SKU64206,Colgate Toothpaste,Beauty,Oral Care,190.9,76,14508.4,8212.3,6296.1,7/4/2024,Online,5343
SKU58997,Levi's Jeans,Apparel,Casualwear,1424,25,35600,29816.43,5783.57,4/7/2025,Online,5344
SKU71118,Levi's Jeans,Apparel,Casualwear,739.55,33,24405.15,20839.62,3565.53,9/17/2024,Online,5345
SKU70042,Colgate Toothpaste,Beauty,Oral Care,593.29,98,58142.42,29952.57,28189.85,12/15/2024,Marketplace,5346
SKU59358,Dove Body Wash,Beauty,Bath & Body,1223.8,84,102799.2,47119.01,55680.19,4/22/2025,Online,5347
SKU60801,Dove Body Wash,Beauty,Bath & Body,515.97,21,10835.37,6881.67,3953.7,11/5/2024,Mobile App,5348
SKU98209,Maybelline Lipstick,Beauty,Makeup,772.62,85,65672.7,29232.77,36439.93,3/6/2025,Mobile App,5349
SKU38118,Nike Running Shoes,Apparel,Sportswear,31.37,70,2195.9,1909.07,286.83,11/14/2024,Marketplace,5350
SKU77250,Adidas Hoodie,Apparel,Sportswear,106.73,77,8218.21,4216.1,4002.11,3/5/2025,Marketplace,5351
SKU76231,Maybelline Lipstick,Beauty,Makeup,12.35,92,1136.2,532.81,603.39,8/24/2024,Retail Store,5352
SKU48158,Colgate Toothpaste,Beauty,Oral Care,254.04,20,5080.8,3921.23,1159.57,7/15/2024,Retail Store,5353
SKU68027,Nike Running Shoes,Apparel,Sportswear,1445.83,60,86749.8,69501.96,17247.84,9/17/2024,Marketplace,5354
SKU56793,Samsung Smart TV,Electronics,Television,771.57,47,36263.79,25012.77,11251.02,9/14/2024,Online,5355
SKU52937,Dove Body Wash,Beauty,Bath & Body,208.7,41,8556.7,6929.75,1626.95,6/6/2024,Mobile App,5356
SKU79385,Maybelline Lipstick,Beauty,Makeup,1340.74,57,76422.18,50342.07,26080.11,8/14/2024,Retail Store,5357
SKU29039,Panasonic Microwave,Electronics,Appliances,175.1,77,13482.7,11656.8,1825.9,1/29/2025,Online,5358
SKU33920,HP Laptop,Electronics,Computers,589.98,19,11209.62,7779.09,3430.53,3/1/2025,Marketplace,5359
SKU56588,Maybelline Lipstick,Beauty,Makeup,306.85,12,3682.2,2732.3,949.9,7/21/2024,Marketplace,5360
SKU93664,Adidas Hoodie,Apparel,Sportswear,1098.61,3,3295.83,2746.86,548.97,12/23/2024,Online,5361
SKU41652,Colgate Toothpaste,Beauty,Oral Care,1181.02,33,38973.66,29391.79,9581.87,5/25/2024,Online,5362
SKU14947,Levi's Jeans,Apparel,Casualwear,1414.22,74,104652.28,75807.27,28845.01,11/24/2024,Marketplace,5363
SKU25187,Adidas Hoodie,Apparel,Sportswear,1342.74,46,61766.04,29225.78,32540.26,10/1/2024,Marketplace,5364
SKU19890,Colgate Toothpaste,Beauty,Oral Care,1310.99,63,82592.37,58732.13,23860.24,8/9/2024,Online,5365
SKU82184,HP Laptop,Electronics,Computers,400.76,74,29656.24,21390.68,8265.56,7/29/2024,Retail Store,5366
SKU33343,HP Laptop,Electronics,Computers,742.59,37,27475.83,20185.02,7290.81,5/12/2024,Retail Store,5367
SKU49741,Maybelline Lipstick,Beauty,Makeup,13.61,16,217.76,154.91,62.85,10/11/2024,Marketplace,5368
SKU49372,Samsung Smart TV,Electronics,Television,1220.78,100,122078,80386.48,41691.52,8/8/2024,Online,5369
SKU78661,Colgate Toothpaste,Beauty,Oral Care,571.89,7,4003.23,3048.97,954.26,3/21/2025,Online,5370
SKU34638,Dove Body Wash,Beauty,Bath & Body,837.25,78,65305.5,50641.1,14664.4,2/25/2025,Mobile App,5371
SKU92249,Nike Running Shoes,Apparel,Sportswear,830.22,90,74719.8,38019.46,36700.34,11/8/2024,Mobile App,5372
SKU69613,Apple iPhone 14,Electronics,Smartphones,1440.41,47,67699.27,58438.01,9261.26,1/20/2025,Marketplace,5373
SKU98688,Dove Body Wash,Beauty,Bath & Body,591.86,39,23082.54,9584.27,13498.27,5/9/2024,Mobile App,5374
SKU61131,Nike Running Shoes,Apparel,Sportswear,1103.24,96,105911.04,61488.02,44423.02,2/18/2025,Mobile App,5375
SKU77160,Maybelline Lipstick,Beauty,Makeup,124.72,74,9229.28,6013.39,3215.89,4/23/2025,Online,5376
SKU63660,Panasonic Microwave,Electronics,Appliances,988.02,63,62245.26,27000.65,35244.61,7/8/2024,Retail Store,5377
SKU83055,Levi's Jeans,Apparel,Casualwear,288.88,85,24554.8,16546.59,8008.21,12/30/2024,Retail Store,5378
SKU77339,Adidas Hoodie,Apparel,Sportswear,236.87,93,22028.91,14633.27,7395.64,4/10/2025,Retail Store,5379
SKU71606,Colgate Toothpaste,Beauty,Oral Care,734.46,81,59491.26,35164.51,24326.75,8/27/2024,Mobile App,5380
SKU24090,Adidas Hoodie,Apparel,Sportswear,143.42,27,3872.34,2838.25,1034.09,10/28/2024,Marketplace,5381
SKU80593,Nike Running Shoes,Apparel,Sportswear,1397.8,6,8386.8,5619.1,2767.7,9/22/2024,Online,5382
SKU28190,Dove Body Wash,Beauty,Bath & Body,533.42,57,30404.94,20729.57,9675.37,3/31/2025,Online,5383
SKU14484,HP Laptop,Electronics,Computers,426.6,46,19623.6,14680.71,4942.89,2/25/2025,Mobile App,5384
SKU53615,Panasonic Microwave,Electronics,Appliances,660.81,96,63437.76,47289.94,16147.82,2/24/2025,Marketplace,5385
SKU21430,HP Laptop,Electronics,Computers,651.08,36,23438.88,20317.35,3121.53,7/19/2024,Online,5386
SKU23436,HP Laptop,Electronics,Computers,1242.11,61,75768.71,64030.49,11738.22,5/10/2024,Marketplace,5387
SKU87529,HP Laptop,Electronics,Computers,540.52,3,1621.56,923.01,698.55,11/14/2024,Marketplace,5388
SKU87885,HP Laptop,Electronics,Computers,254.17,57,14487.69,12512.08,1975.61,9/17/2024,Marketplace,5389
SKU91472,Levi's Jeans,Apparel,Casualwear,791.61,93,73619.73,48513.87,25105.86,12/8/2024,Online,5390
SKU97313,Nike Running Shoes,Apparel,Sportswear,593.61,12,7123.32,4024.47,3098.85,10/5/2024,Retail Store,5391
SKU82645,Samsung Smart TV,Electronics,Television,417.65,19,7935.35,4656.77,3278.58,12/9/2024,Retail Store,5392
SKU54195,Levi's Jeans,Apparel,Casualwear,474.12,33,15645.96,11197.91,4448.05,10/24/2024,Online,5393
SKU47122,Colgate Toothpaste,Beauty,Oral Care,468.56,37,17336.72,8470.68,8866.04,12/30/2024,Online,5394
SKU27543,Nike Running Shoes,Apparel,Sportswear,1058.02,12,12696.24,7917.25,4778.99,7/26/2024,Online,5395
SKU68863,Levi's Jeans,Apparel,Casualwear,276.09,18,4969.62,4120.17,849.45,12/21/2024,Marketplace,5396
SKU51672,Maybelline Lipstick,Beauty,Makeup,210.17,10,2101.7,1459.1,642.6,2/20/2025,Retail Store,5397
SKU33416,Levi's Jeans,Apparel,Casualwear,958.13,88,84315.44,56041.1,28274.34,4/20/2025,Retail Store,5398
SKU41908,Maybelline Lipstick,Beauty,Makeup,80.24,33,2647.92,2147.03,500.89,5/6/2024,Marketplace,5399
SKU25818,Dove Body Wash,Beauty,Bath & Body,1487.73,5,7438.65,3150.79,4287.86,9/26/2024,Marketplace,5400
SKU79415,Adidas Hoodie,Apparel,Sportswear,955.13,95,90737.35,50100.56,40636.79,9/19/2024,Online,5401
SKU61666,Adidas Hoodie,Apparel,Sportswear,937.82,59,55331.38,46710.32,8621.06,1/22/2025,Marketplace,5402
SKU85925,Maybelline Lipstick,Beauty,Makeup,387.16,51,19745.16,17088.45,2656.71,7/18/2024,Marketplace,5403
SKU14151,Maybelline Lipstick,Beauty,Makeup,957.22,94,89978.68,36496.24,53482.44,10/5/2024,Online,5404
SKU82165,Maybelline Lipstick,Beauty,Makeup,132.88,43,5713.84,2589.8,3124.04,8/2/2024,Retail Store,5405
SKU87755,Samsung Smart TV,Electronics,Television,1249.2,91,113677.2,76406.2,37271,10/10/2024,Marketplace,5406
SKU29921,Levi's Jeans,Apparel,Casualwear,350.52,56,19629.12,12141.77,7487.35,1/12/2025,Mobile App,5407
SKU82941,Panasonic Microwave,Electronics,Appliances,320.99,51,16370.49,14289.46,2081.03,5/25/2024,Marketplace,5408
SKU53836,Colgate Toothpaste,Beauty,Oral Care,74.99,33,2474.67,1887.19,587.48,6/12/2024,Online,5409
SKU65200,Adidas Hoodie,Apparel,Sportswear,1404.09,2,2808.18,1561.44,1246.74,12/28/2024,Retail Store,5410
SKU89402,Panasonic Microwave,Electronics,Appliances,1154.83,22,25406.26,21422.36,3983.9,8/15/2024,Retail Store,5411
SKU67502,Dove Body Wash,Beauty,Bath & Body,1409.44,11,15503.84,13002.12,2501.72,3/8/2025,Mobile App,5412
SKU68620,Dove Body Wash,Beauty,Bath & Body,760.87,29,22065.23,15639.43,6425.8,4/17/2025,Marketplace,5413
SKU12195,Levi's Jeans,Apparel,Casualwear,1082.13,78,84406.14,68167.97,16238.17,9/6/2024,Retail Store,5414
SKU26404,Adidas Hoodie,Apparel,Sportswear,726.1,81,58814.1,30188.42,28625.68,10/8/2024,Marketplace,5415
SKU34862,Maybelline Lipstick,Beauty,Makeup,586.29,56,32832.24,18331.36,14500.88,1/28/2025,Retail Store,5416
SKU74580,Colgate Toothpaste,Beauty,Oral Care,833.26,29,24164.54,13205.34,10959.2,6/7/2024,Online,5417
SKU45790,Nike Running Shoes,Apparel,Sportswear,465.45,38,17687.1,13676.47,4010.63,9/16/2024,Marketplace,5418
SKU19303,HP Laptop,Electronics,Computers,528.05,70,36963.5,18797.58,18165.92,6/9/2024,Retail Store,5419
SKU40127,Nike Running Shoes,Apparel,Sportswear,731.68,55,40242.4,23464.72,16777.68,9/7/2024,Mobile App,5420
SKU90438,Maybelline Lipstick,Beauty,Makeup,864.65,54,46691.1,28126.84,18564.26,4/5/2025,Mobile App,5421
SKU43487,Nike Running Shoes,Apparel,Sportswear,1042.78,98,102192.44,83738.15,18454.29,8/13/2024,Online,5422
SKU75850,Dove Body Wash,Beauty,Bath & Body,822.5,51,41947.5,18065.97,23881.53,11/25/2024,Online,5423
SKU45387,Dove Body Wash,Beauty,Bath & Body,457.47,55,25160.85,18811.85,6349,9/18/2024,Retail Store,5424
SKU87609,Maybelline Lipstick,Beauty,Makeup,696.06,50,34803,26033.97,8769.03,4/18/2025,Marketplace,5425
SKU62625,Colgate Toothpaste,Beauty,Oral Care,483.95,7,3387.65,1388.72,1998.93,12/17/2024,Retail Store,5426
SKU89102,Colgate Toothpaste,Beauty,Oral Care,1330.11,98,130350.78,114575.89,15774.89,4/17/2025,Marketplace,5427
SKU42036,Samsung Smart TV,Electronics,Television,539.9,30,16197,12149.73,4047.27,9/7/2024,Online,5428
SKU20465,Maybelline Lipstick,Beauty,Makeup,1082.87,82,88795.34,63505.73,25289.61,11/21/2024,Marketplace,5429
SKU87392,Levi's Jeans,Apparel,Casualwear,543.78,79,42958.62,34328.7,8629.92,5/3/2024,Mobile App,5430
SKU21946,Samsung Smart TV,Electronics,Television,284.78,46,13099.88,10817.47,2282.41,12/29/2024,Marketplace,5431
SKU38748,Adidas Hoodie,Apparel,Sportswear,557.21,12,6686.52,3985.19,2701.33,7/23/2024,Mobile App,5432
SKU91544,Panasonic Microwave,Electronics,Appliances,1498.71,13,19483.23,16588.14,2895.09,12/18/2024,Online,5433
SKU62016,Adidas Hoodie,Apparel,Sportswear,963.56,16,15416.96,10608.09,4808.87,5/4/2024,Mobile App,5434
SKU44528,Adidas Hoodie,Apparel,Sportswear,563.84,16,9021.44,4710.62,4310.82,2/18/2025,Online,5435
SKU52658,HP Laptop,Electronics,Computers,729.62,50,36481,16796.58,19684.42,2/3/2025,Mobile App,5436
SKU31567,Adidas Hoodie,Apparel,Sportswear,1158.34,82,94983.88,76819.03,18164.85,11/29/2024,Retail Store,5437
SKU71208,Maybelline Lipstick,Beauty,Makeup,208.76,92,19205.92,12037.61,7168.31,2/24/2025,Marketplace,5438
SKU69771,Maybelline Lipstick,Beauty,Makeup,1351.06,43,58095.58,44945.9,13149.68,1/25/2025,Mobile App,5439
SKU30356,Dove Body Wash,Beauty,Bath & Body,602.95,56,33765.2,22597.34,11167.86,7/3/2024,Marketplace,5440
SKU94160,Adidas Hoodie,Apparel,Sportswear,32.23,70,2256.1,1740.31,515.79,7/3/2024,Retail Store,5441
SKU60164,Maybelline Lipstick,Beauty,Makeup,41.65,18,749.7,669.53,80.17,10/19/2024,Marketplace,5442
SKU41235,Panasonic Microwave,Electronics,Appliances,997.08,70,69795.6,52906.07,16889.53,10/9/2024,Online,5443
SKU59914,Dove Body Wash,Beauty,Bath & Body,1006.83,29,29198.07,11979.28,17218.79,11/18/2024,Online,5444
SKU19208,Apple iPhone 14,Electronics,Smartphones,395.65,82,32443.3,24632.63,7810.67,12/26/2024,Mobile App,5445
SKU76951,Maybelline Lipstick,Beauty,Makeup,1171.86,69,80858.34,37192.43,43665.91,4/4/2025,Retail Store,5446
SKU23681,Apple iPhone 14,Electronics,Smartphones,1353.43,89,120455.27,75844.62,44610.65,11/10/2024,Marketplace,5447
SKU69418,HP Laptop,Electronics,Computers,867.25,14,12141.5,9334.06,2807.44,1/1/2025,Marketplace,5448
SKU44836,Samsung Smart TV,Electronics,Television,1302.12,82,106773.84,53975.43,52798.41,5/21/2024,Retail Store,5449
SKU87065,Adidas Hoodie,Apparel,Sportswear,842.69,83,69943.27,56366.7,13576.57,7/22/2024,Marketplace,5450
SKU30366,Apple iPhone 14,Electronics,Smartphones,1137.02,4,4548.08,2418.67,2129.41,9/22/2024,Retail Store,5451
SKU65137,Panasonic Microwave,Electronics,Appliances,137.46,88,12096.48,5797.31,6299.17,1/19/2025,Online,5452
SKU99488,Nike Running Shoes,Apparel,Sportswear,1104.91,8,8839.28,3951.27,4888.01,2/7/2025,Online,5453
SKU86632,Colgate Toothpaste,Beauty,Oral Care,570.75,79,45089.25,40457.21,4632.04,2/1/2025,Marketplace,5454
SKU84937,Colgate Toothpaste,Beauty,Oral Care,889.87,60,53392.2,24513.38,28878.82,9/25/2024,Online,5455
SKU30175,Maybelline Lipstick,Beauty,Makeup,979.11,17,16644.87,12870.18,3774.69,9/27/2024,Mobile App,5456
SKU82315,Colgate Toothpaste,Beauty,Oral Care,141.15,53,7480.95,4913.88,2567.07,4/19/2025,Marketplace,5457
SKU33535,Dove Body Wash,Beauty,Bath & Body,528.41,30,15852.3,8501.64,7350.66,2/10/2025,Marketplace,5458
SKU65684,Panasonic Microwave,Electronics,Appliances,586.45,30,17593.5,14266.52,3326.98,4/20/2025,Marketplace,5459
SKU15743,Adidas Hoodie,Apparel,Sportswear,139.78,91,12719.98,7891.32,4828.66,9/21/2024,Marketplace,5460
SKU72628,Maybelline Lipstick,Beauty,Makeup,555.27,63,34982.01,17356.29,17625.72,4/7/2025,Mobile App,5461
SKU91420,Dove Body Wash,Beauty,Bath & Body,1051.79,67,70469.93,45252.11,25217.82,11/11/2024,Retail Store,5462
SKU56294,HP Laptop,Electronics,Computers,804.33,92,73998.36,32202.74,41795.62,9/25/2024,Retail Store,5463
SKU86234,Panasonic Microwave,Electronics,Appliances,930.25,83,77210.75,53107,24103.75,12/15/2024,Marketplace,5464
SKU45260,Colgate Toothpaste,Beauty,Oral Care,706.91,15,10603.65,7914.35,2689.3,3/1/2025,Marketplace,5465
SKU43877,Colgate Toothpaste,Beauty,Oral Care,926.99,31,28736.69,13531.74,15204.95,6/8/2024,Marketplace,5466
SKU61849,Levi's Jeans,Apparel,Casualwear,537.49,28,15049.72,10970.6,4079.12,12/18/2024,Mobile App,5467
SKU25523,Samsung Smart TV,Electronics,Television,1249.23,35,43723.05,25443.7,18279.35,6/27/2024,Marketplace,5468
SKU44512,Maybelline Lipstick,Beauty,Makeup,1409.96,17,23969.32,18623.28,5346.04,1/1/2025,Online,5469
SKU10139,Colgate Toothpaste,Beauty,Oral Care,631.45,75,47358.75,35225.5,12133.25,8/2/2024,Marketplace,5470
SKU96874,Colgate Toothpaste,Beauty,Oral Care,794.54,27,21452.58,16846.07,4606.51,3/31/2025,Retail Store,5471
SKU22970,Adidas Hoodie,Apparel,Sportswear,202.28,90,18205.2,15015.45,3189.75,5/7/2024,Retail Store,5472
SKU75336,Colgate Toothpaste,Beauty,Oral Care,1329.22,68,90386.96,42864.69,47522.27,10/26/2024,Mobile App,5473
